#Chromosome/scaffold name	Gene Start (bp)	Gene End (bp)	HGNC symbol	Gene ID
4	76404247	76439974	RCHY1	ENSG00000163743
HSCHR6_MHC_QBL	30645360	30648733	NRM	ENSG00000206484
16	61777058	61777380	RN7SKP76	ENSG00000201289
Y	25082602	25119431	TTTY4	ENSG00000226906
3	103242877	103242960	MIR548AB	ENSG00000265328
12	132152037	132152791	RPS6P21	ENSG00000243499
16	62221444	62221550	RNU6-21P	ENSG00000207441
6	10747992	10852986	TMEM14B	ENSG00000137210
3	143905747	143905862	RNA5SP144	ENSG00000222778
12	112317142	112318053	RPS2P41	ENSG00000244060
11	13513602	13517728	PTH	ENSG00000152266
X	78003206	78012591	LPAR4	ENSG00000147145
3	145402359	145402879	GM2AP1	ENSG00000241695
3	145542044	145542526	RPL21P39	ENSG00000239797
6	167525295	167553184	CCR6	ENSG00000112486
12	132285860	132285979	RNA5SP378	ENSG00000200516
7	72656902	72694143	GTF2IRD2P1	ENSG00000214544
22	19863040	19929341	TXNRD2	ENSG00000184470
16	63214514	63214975	UBE2FP2	ENSG00000261199
1	1243947	1247057	PUSL1	ENSG00000169972
14	99977603	100070363	CCDC85C	ENSG00000205476
16	63384667	63385053	RPS15AP34	ENSG00000241808
5	129083772	129102425	KIAA1024L	ENSG00000186367
5	95049226	95160087	RHOBTB3	ENSG00000164292
10	49718568	49719632	ARHGAP22-IT1	ENSG00000248682
5	142657496	142815077	NR3C1	ENSG00000113580
22	31089769	31303811	OSBP2	ENSG00000184792
HG388_HG400_PATCH	111749658	111756698	C11orf1	ENSG00000262176
2	172864490	172947158	METAP1D	ENSG00000172878
2	182756560	182795465	SSFA2	ENSG00000138434
11	60970779	60980570	PGA3	ENSG00000229859
5	34929698	34959069	DNAJC21	ENSG00000168724
5	69345350	69374349	SMN2	ENSG00000205571
14	24821263	24821363	RNU6-802P	ENSG00000207141
17	44668035	44834830	NSF	ENSG00000073969
19	44669226	44682534	ZNF226	ENSG00000167380
17	33762115	33775856	SLFN13	ENSG00000154760
16	68563993	68609975	ZFP90	ENSG00000184939
5	129240165	129522327	CHSY3	ENSG00000198108
2	114647537	114720173	ACTR3	ENSG00000115091
11	13690217	13753893	FAR1	ENSG00000197601
3	178865902	178957881	PIK3CA	ENSG00000121879
14	25736270	25736542	HMGN2P6	ENSG00000257179
HSCHR17_4_CTG4	39017555	39023462	KRT12	ENSG00000263243
6	167559902	167610401	TCP10L2	ENSG00000166984
11	111895538	111935114	DLAT	ENSG00000150768
17	34842473	34855154	ZNHIT3	ENSG00000108278
HSCHR17_4_CTG4	39032193	39041479	KRT20	ENSG00000263057
9	27284656	27297137	EQTN	ENSG00000120160
HSCHR6_MHC_APD	31737296	31743982	MSH5-SAPCD1	ENSG00000264619
2	28219234	28219316	MIR4263	ENSG00000265321
16	65318402	65610203	LINC00922	ENSG00000261742
15	67356101	67487533	SMAD3	ENSG00000166949
X	78200829	78217451	P2RY10	ENSG00000078589
14	101526910	101527011	MIR496	ENSG00000207961
16	29262829	29519817	SNX29P2	ENSG00000198106
3	115342171	115440337	GAP43	ENSG00000172020
HSCHR6_MHC_COX	33161393	33165893	RPS18	ENSG00000235650
2	231067826	231223762	SP140	ENSG00000079263
8	19171128	19253729	SH2D4A	ENSG00000104611
10	45493146	45496336	C10orf25	ENSG00000165511
6	167569759	167571817	GPR31	ENSG00000120436
11	67033881	67054027	ADRBK1	ENSG00000173020
1	52373628	52456436	RAB3B	ENSG00000169213
2	97001525	97039583	NCAPH	ENSG00000121152
17	37894180	37903544	GRB7	ENSG00000141738
HSCHR6_MHC_APD	31741930	31743982	SAPCD1	ENSG00000227861
5	130494720	130507428	HINT1	ENSG00000169567
12	45948373	45948442	RNU6-671P	ENSG00000239178
12	55341802	55378530	TESPA1	ENSG00000135426
12	46119510	46121558	LINC00938	ENSG00000273015
7	148395006	148498128	CUL1	ENSG00000055130
11	2465914	2870339	KCNQ1	ENSG00000053918
7	43622357	43666385	STK17A	ENSG00000164543
HG388_HG400_PATCH	111779288	111794445	CRYAB	ENSG00000263007
6	167684657	167729507	UNC93A	ENSG00000112494
Y	22737611	22755040	EIF1AY	ENSG00000198692
12	46267812	46268111	RN7SL246P	ENSG00000265093
17	40698782	40700724	HSD17B1P1	ENSG00000108785
12	46274733	46276049	KNOP1P2	ENSG00000270429
7	150750899	150755617	CDK5	ENSG00000164885
17	40799852	40800161	ATP5LP7	ENSG00000267189
9	27325207	27529779	MOB3B	ENSG00000120162
17	40800196	40800756	HMGB3P27	ENSG00000267132
12	8373856	8380214	FAM90A1	ENSG00000171847
15	34517200	34522357	EMC4	ENSG00000128463
17	18508369	18508669	RN7SL639P	ENSG00000264948
12	120427673	120532298	CCDC64	ENSG00000135127
2	105953816	105965668	C2orf49	ENSG00000135974
17	18574259	18576186	FOXO3B	ENSG00000240445
17	18580574	18581070	UBE2SP2	ENSG00000224126
19	48533210	48547310	CABP5	ENSG00000105507
X	78426469	78427726	GPR174	ENSG00000147138
12	50451331	50477394	ASIC1	ENSG00000110881
16	29466412	29476283	SLX1B-SULT1A4	ENSG00000260280
12	112597992	112819896	HECTD4	ENSG00000173064
10	96700010	96700878	MTND4P20	ENSG00000233377
4	175411328	175444305	HPGD	ENSG00000164120
16	1560428	1662111	IFT140	ENSG00000187535
10	96766883	96767313	CYP2C59P	ENSG00000228460
7	72707497	72716496	POM121B	ENSG00000205578
3	9834179	9849410	ARPC4	ENSG00000241553
10	96769431	96769569	CYP2C60P	ENSG00000260863
HSCHR6_MHC_DBB	31120050	31125719	TCF19	ENSG00000233890
9	27524312	27526496	IFNK	ENSG00000147896
10	50193557	50193632	MIR4294	ENSG00000264800
17	49230951	49249105	NME2	ENSG00000011052
X	78615881	78623164	ITM2A	ENSG00000078596
12	8608522	8630926	CLEC6A	ENSG00000205846
10	50329884	50359592	FAM170B-AS1	ENSG00000234736
1	24829387	24867530	RCAN3	ENSG00000117602
20	47538427	47653230	ARFGEF2	ENSG00000124198
11	5617955	5665628	TRIM6-TRIM34	ENSG00000258588
6	41888926	41900784	BYSL	ENSG00000112578
HSCHR6_MHC_APD	31744721	31756461	VWA7	ENSG00000238203
12	132299808	132299913	RNU6-1017P	ENSG00000200483
12	69021014	69021155	SNORA70G	ENSG00000206650
21	40714241	40721573	HMGN1	ENSG00000205581
6	35541362	35696360	FKBP5	ENSG00000096060
19	56041100	56048456	SBK2	ENSG00000187550
Y	25171741	25172810	TRIM60P8Y	ENSG00000232764
6	43597277	43608689	MAD2L1BP	ENSG00000124688
13	38923986	38937140	UFM1	ENSG00000120686
HSCHR6_MHC_DBB	30605056	30611220	C6orf136	ENSG00000237012
16	68670092	68756519	CDH3	ENSG00000062038
1	52485803	52521843	TXNDC12	ENSG00000117862
10	89618918	89623194	KLLN	ENSG00000227268
Y	25195394	25197342	ZNF736P3Y	ENSG00000233126
9	27546544	27573864	C9orf72	ENSG00000147894
Y	25204177	25205333	TRIM60P9Y	ENSG00000227251
Y	9555262	9558905	TTTY21	ENSG00000228890
12	46986356	46987088	OR7A19P	ENSG00000272963
12	8662071	8674962	CLEC4D	ENSG00000166527
19	41223008	41246765	ITPKC	ENSG00000086544
6	167738574	167772991	TTLL2	ENSG00000120440
12	132515769	132515904	SNORA49	ENSG00000208892
5	25701326	25701433	RNU6-374P	ENSG00000201016
2	27070615	27173219	DPYSL5	ENSG00000157851
Y	25525631	25538844	PPP1R12BP2	ENSG00000205936
12	112337067	112340042	ADAM1A	ENSG00000229186
5	25909612	25911343	MSNP1	ENSG00000251593
19	56052023	56056909	SBK3	ENSG00000231274
6	16299343	16761722	ATXN1	ENSG00000124788
Y	9578193	9596085	TTTY2	ENSG00000212855
2	28683123	28683228	SNRPGP7	ENSG00000242915
Y	25608612	25618427	REREP1Y	ENSG00000225189
1	24882602	24935819	NCMAP	ENSG00000184454
14	35514113	35582336	FAM177A1	ENSG00000151327
10	77157588	77161664	ZNF503	ENSG00000165655
10	118349897	118368687	PNLIPRP1	ENSG00000187021
7	120312925	120313029	RNU6-581P	ENSG00000252023
10	45495923	45500774	ZNF22	ENSG00000165512
10	50504157	50507063	C10orf71-AS1	ENSG00000236208
5	26012998	26013134	RNU4-43P	ENSG00000222560
19	56088899	56092211	ZNF579	ENSG00000218891
2	28906842	28906949	RNA5SP89	ENSG00000222232
19	48551100	48614074	PLA2G4C	ENSG00000105499
18	29598335	29653176	RNF125	ENSG00000101695
9	131395940	131419066	WDR34	ENSG00000119333
7	120621480	120621607	RNA5SP240	ENSG00000202225
10	89622870	89731687	PTEN	ENSG00000171862
7	120690981	120691257	HMGN1P18	ENSG00000234927
HSCHR6_MHC_DBB	29523343	29527656	UBD	ENSG00000231968
2	74881355	74909186	SEMA4F	ENSG00000135622
10	45798102	45811056	OR13A1	ENSG00000256574
17	79617489	79630142	PDE6G	ENSG00000185527
3	158449987	158547508	MFSD1	ENSG00000118855
7	120723754	120723867	RNA5SP241	ENSG00000212628
6	167770521	167797998	TCP10	ENSG00000203690
7	120835002	120835111	RNU6-517P	ENSG00000207090
19	56102746	56113336	FIZ1	ENSG00000179943
7	121038506	121038821	CYCSP19	ENSG00000213310
11	111934734	111944998	PIH1D2	ENSG00000150773
5	122011490	122012450	ARGFXP1	ENSG00000240058
HSCHR6_MHC_DBB	31120916	31132215	POU5F1	ENSG00000229094
19	41246761	41257458	C19orf54	ENSG00000188493
HSCHR6_MHC_DBB	29555643	29556705	OR2H2	ENSG00000229680
8	41502697	41508855	NKX6-3	ENSG00000165066
3	133292574	133309105	CDV3	ENSG00000091527
10	135043778	135045062	UTF1	ENSG00000171794
19	8807751	8809172	ACTL9	ENSG00000181786
20	9518036	9819689	PAK7	ENSG00000101349
6	28109688	28127250	ZKSCAN8	ENSG00000198315
12	8685901	8693559	CLEC4E	ENSG00000166523
8	19261672	19615540	CSGALNACT1	ENSG00000147408
14	101528343	101528476	MIR377	ENSG00000199015
10	135050908	135055433	VENTX	ENSG00000151650
Y	25727742	25760787	OFD1P10Y	ENSG00000225466
14	101530832	101530915	MIR541	ENSG00000216179
14	101531637	101531715	MIR409	ENSG00000199107
14	101531784	101531874	MIR412	ENSG00000199012
19	8841316	8842371	OR2Z1	ENSG00000181733
5	130506503	130541119	LYRM7	ENSG00000186687
14	101531918	101532024	MIR369	ENSG00000199025
5	122358184	122358478	RN7SL689P	ENSG00000263432
14	101532249	101532328	MIR410	ENSG00000199092
14	101533061	101533138	MIR656	ENSG00000207959
HSCHR6_MHC_SSTO	32139229	32142928	EGFL8	ENSG00000239974
Y	25803986	25805205	HSFY6P	ENSG00000224169
10	96943410	96943974	PAWRP1	ENSG00000225533
7	121376497	121376779	RN7SKP277	ENSG00000252704
2	73481810	73511559	FBXO41	ENSG00000163013
14	101536248	101539274	MEG9	ENSG00000223403
Y	25805613	25813969	USP9YP18	ENSG00000223407
13	39261266	39460074	FREM2	ENSG00000150893
7	121482422	121485185	PNPT1P2	ENSG00000233272
5	122406477	122406773	RN7SL711P	ENSG00000263654
14	25826970	25827895	OR7K1P	ENSG00000258275
2	154728426	155310361	GALNT13	ENSG00000144278
7	112120908	112131117	LSMEM1	ENSG00000181016
18	29671818	29711524	RNF138	ENSG00000134758
11	60989688	61018929	PGA4	ENSG00000229183
22	31321117	31364284	MORC2	ENSG00000133422
11	5640994	5665628	TRIM34	ENSG00000258659
2	29136530	29136614	SNORD92	ENSG00000264994
17	40724333	40729849	PSMC3IP	ENSG00000131470
HSCHR6_MHC_DBB	33139275	33146375	RXRB	ENSG00000228333
19	42702750	42724292	DEDD2	ENSG00000160570
12	69078375	69080088	RPL7P42	ENSG00000241825
19	8920380	8943004	ZNF558	ENSG00000167785
6	168185217	168197539	C6orf123	ENSG00000146521
10	97512963	97849995	ENTPD1-AS1	ENSG00000226688
12	69099414	69100846	KRT8P39	ENSG00000233560
2	29149933	29150010	SNORD53	ENSG00000265145
14	26677242	26677630	CYB5AP5	ENSG00000257503
2	105974169	106054970	FHL2	ENSG00000115641
9	27948076	28670283	LINGO2	ENSG00000174482
3	42548016	42574750	VIPR1-AS1	ENSG00000232354
1	52497775	52499488	KTI12	ENSG00000198841
7	72753097	72753203	RNU6-1080P	ENSG00000206709
5	27111676	27111781	RNU6-738P	ENSG00000207261
14	27067618	27275673	NOVA1-AS1	ENSG00000257842
5	122736616	122738038	KRT8P33	ENSG00000250539
7	72921538	72921604	RNU6-1198P	ENSG00000252713
2	198669426	199437305	PLCL1	ENSG00000115896
7	73125647	73125727	MIR4284	ENSG00000265724
HSCHR6_MHC_APD	31756648	31775083	VARS	ENSG00000231116
Y	9590765	9611898	TTTY1	ENSG00000129845
7	73146901	73147201	RN7SL265P	ENSG00000241709
5	122804475	122805123	HMGB3P17	ENSG00000249400
12	56843286	56862950	MIP	ENSG00000135517
12	132413745	132428406	PUS1	ENSG00000177192
7	73149368	73150384	LINC00035	ENSG00000225969
12	112364822	112366821	ADAM1B	ENSG00000226469
12	77252495	77272840	CSRP2	ENSG00000175183
16	29610500	29610586	MIR3680-2	ENSG00000266758
16	29610500	29610586	MIR3680-1	ENSG00000266758
5	36606457	36688436	SLC1A3	ENSG00000079215
3	50388126	50395891	CYB561D2	ENSG00000114395
6	108025308	108145521	SCML4	ENSG00000146285
5	122971804	122973097	KRT18P16	ENSG00000235275
16	29624425	29624961	SLC7A5P1	ENSG00000260727
5	123556272	123556770	HMGB1P29	ENSG00000250862
2	113531492	113542167	IL1A	ENSG00000115008
3	42717684	42717983	RN7SL567P	ENSG00000240203
16	29630106	29647649	CA5AP1	ENSG00000260133
7	73605528	73605624	MIR590	ENSG00000207741
7	43648055	43769316	COA1	ENSG00000106603
3	42744145	42748154	HHATL-AS1	ENSG00000230970
3	9834766	9877085	ARPC4-TTLL3	ENSG00000250151
7	73672856	73672946	RNU6-1070P	ENSG00000252538
1	24958207	24999758	SRRM1	ENSG00000133226
7	73901758	73901870	RNA5SP233	ENSG00000238391
14	101872324	101874259	LINC00524	ENSG00000259023
3	42774067	42788260	CCDC13-AS1	ENSG00000173811
7	156264890	156433286	LINC01006	ENSG00000182648
16	29742372	29742725	RN7SKP127	ENSG00000222375
5	123641923	123740772	LINC01170	ENSG00000253807
10	135075907	135090372	ADAM8	ENSG00000151651
17	40904898	40905817	HMGN2P15	ENSG00000214578
5	27472399	27496508	LINC01021	ENSG00000250337
14	77940740	77965210	ISM2	ENSG00000100593
3	115521235	117716095	LSAMP	ENSG00000185565
17	73747675	73761792	GALK1	ENSG00000108479
14	73507329	73507622	RN7SL586P	ENSG00000241487
12	56862301	56864763	SPRYD4	ENSG00000176422
1	52521797	52556388	BTF3L4	ENSG00000134717
9	131445703	131458679	SET	ENSG00000119335
17	40905932	40913275	RAMP2-AS1	ENSG00000197291
7	142000747	142001255	TRBV2	ENSG00000226660
16	66335712	66335843	RNA5SP428	ENSG00000201999
3	42930853	42931798	HNRNPA1P22	ENSG00000236459
16	66442427	66446038	LINC00920	ENSG00000246898
7	74155796	74156460	PHBP15	ENSG00000232210
20	9966774	10037410	ANKEF1	ENSG00000132623
3	42975744	42978277	KRBOX1-AS1	ENSG00000206552
19	44711700	44741421	ZNF227	ENSG00000131115
17	72209653	72258155	TTYH2	ENSG00000141540
HSCHR6_MHC_COX	33166523	33168208	B3GALT4	ENSG00000226936
3	169484709	169487683	ACTRT3	ENSG00000184378
7	138391040	138484305	ATP6V0A4	ENSG00000105929
12	110969120	111021125	PPTC7	ENSG00000196850
7	142008365	142008871	TRBV3-1	ENSG00000237702
14	102018558	102026768	DIO3OS	ENSG00000258498
X	19930978	19988416	CXorf23	ENSG00000173681
14	73713526	73713588	RNU6-419P	ENSG00000252839
17	69093916	69198318	CASC17	ENSG00000260785
19	19431490	19469563	MAU2	ENSG00000129933
7	142013007	142013489	TRBV4-1	ENSG00000211710
13	39540062	39565203	STOML3	ENSG00000133115
2	202152994	202222121	ALS2CR12	ENSG00000155749
2	29903895	29904189	RN7SL516P	ENSG00000242699
Y	9638762	9650854	TTTY22	ENSG00000224075
7	74112305	74306731	STAG3L2	ENSG00000160828
7	142020496	142021363	TRBV5-1	ENSG00000211734
19	8943074	8954016	MBD3L1	ENSG00000170948
12	112430800	112431679	SLC25A3P2	ENSG00000258373
2	98253060	98254266	UBTFL6	ENSG00000228970
7	121721774	121721835	RNU7-154P	ENSG00000252003
22	19929130	19957498	COMT	ENSG00000093010
6	43612783	43640336	RSPH9	ENSG00000172426
14	73957669	73960096	C14orf169	ENSG00000255242
5	102421704	102455855	GIN1	ENSG00000145723
17	79632066	79633665	OXLD1	ENSG00000204237
HSCHR6_MHC_COX	33168491	33178914	WDR46	ENSG00000204221
9	32384618	32454767	ACO1	ENSG00000122729
7	142028121	142028610	TRBV6-1	ENSG00000211706
17	18743931	18744231	RN7SL627P	ENSG00000264485
12	112475403	112475519	MIR3657	ENSG00000266370
3	183353356	183402265	KLHL24	ENSG00000114796
16	67053422	67053718	RN7SL543P	ENSG00000265918
Y	9669027	9684305	RBMY2NP	ENSG00000229208
16	67236224	67236298	MIR328	ENSG00000207948
14	74005925	74006485	NT5CP2	ENSG00000258408
12	8754762	8765467	AICDA	ENSG00000111732
X	52255219	52260363	XAGE1A	ENSG00000204379
7	142032006	142032527	TRBV7-1	ENSG00000211707
16	67355561	67355890	RN7SKP118	ENSG00000201201
HSCHR6_MHC_QBL	30657119	30675200	MDC1	ENSG00000206481
16	67424594	67424753	RNU1-123P	ENSG00000239194
14	74037863	74038371	NT5CP1	ENSG00000258524
7	142045252	142045816	TRBV4-2	ENSG00000211745
19	42724423	42732353	ZNF526	ENSG00000167625
21	40752170	40800454	WRB	ENSG00000182093
Y	9707273	9708390	TSPY18P	ENSG00000231874
5	159488808	159546430	PWWP2A	ENSG00000170234
6	28192664	28201260	ZSCAN9	ENSG00000137185
10	26986588	27035727	PDSS1	ENSG00000148459
17	79633394	79640934	CCDC137	ENSG00000185298
14	100111447	100146906	HHIPL1	ENSG00000182218
7	142099455	142099977	TRBV7-8	ENSG00000229200
7	121943712	121950131	FEZF1-AS1	ENSG00000230316
12	47581595	47581674	MIR4698	ENSG00000263838
14	74098179	74098723	NDUFB8P1	ENSG00000258972
10	71962586	71993667	PPA1	ENSG00000180817
11	14299472	14386052	RRAS2	ENSG00000133818
2	178092323	178257425	NFE2L2	ENSG00000116044
7	142104121	142104553	TRBV6-9	ENSG00000211732
16	1578689	1605581	TMEM204	ENSG00000131634
7	142111393	142111859	TRBV5-7	ENSG00000211731
12	47599681	47610239	PCED1B-AS1	ENSG00000247774
14	74126267	74126363	RNU6-240P	ENSG00000251907
Y	25820526	25821539	CDY14P	ENSG00000226873
11	924894	1012239	AP2A2	ENSG00000183020
7	142119820	142120321	TRBV7-7	ENSG00000253291
1	208057594	208084747	CD34	ENSG00000174059
15	102161847	102192594	TM2D3	ENSG00000184277
13	39584003	39612252	PROSER1	ENSG00000120685
10	51214507	51216406	FAM25D	ENSG00000214986
14	74225450	74225522	MIR4505	ENSG00000264741
17	4460222	4464113	GGT6	ENSG00000167741
2	219124219	219128582	GPBAR1	ENSG00000179921
19	56111388	56114504	ZNF524	ENSG00000171443
7	142124137	142124565	TRBV6-8	ENSG00000253534
17	73083822	73102257	SLC16A5	ENSG00000170190
5	159614374	159665742	FABP6	ENSG00000170231
19	56116771	56128635	ZNF865	ENSG00000261221
3	178957530	178984790	KCNMB3	ENSG00000171121
15	67493371	67547533	AAGAB	ENSG00000103591
19	42734338	42746777	GSK3A	ENSG00000105723
5	28624764	28624870	RNU6-909P	ENSG00000252867
19	56132108	56135967	ZNF784	ENSG00000179922
1	52608046	52812358	ZFYVE9	ENSG00000157077
19	8959520	9092018	MUC16	ENSG00000181143
12	56864736	56882198	GLS2	ENSG00000135423
HSCHR6_MHC_COX	32097222	32100578	AGER	ENSG00000234729
10	77360998	78319925	C10orf11	ENSG00000148655
3	103349505	103349756	TUBBP11	ENSG00000243195
11	5684425	5959849	TRIM5	ENSG00000132256
3	133317019	133380737	TOPBP1	ENSG00000163781
19	56146382	56154835	ZNF580	ENSG00000213015
2	98280680	98319527	LINC01125	ENSG00000228486
7	39894093	39894655	RWDD4P2	ENSG00000175741
1	150898739	150937213	SETDB1	ENSG00000143379
17	73772515	73781974	H3F3B	ENSG00000132475
17	4487294	4511614	SMTNL2	ENSG00000188176
7	39927972	39928261	RN7SL496P	ENSG00000242855
14	35554673	35591723	PPP2R3C	ENSG00000092020
17	69294297	69294359	RNU7-155P	ENSG00000238759
3	169490619	169507504	MYNN	ENSG00000085274
HSCHR6_MHC_APD	31776526	31786115	LSM2	ENSG00000224979
17	69307309	69307383	RNU6-305P	ENSG00000222563
3	129693148	129696781	TRH	ENSG00000170893
6	31745295	31763730	VARS	ENSG00000204394
4	53179	88099	ZNF595	ENSG00000197701
5	28925707	28927696	LSP1P3	ENSG00000162685
6	37450696	37467698	CCDC167	ENSG00000198937
16	1662326	1727909	CRAMP1L	ENSG00000007545
19	56146825	56156988	ZNF581	ENSG00000171425
10	97824072	97824156	MIR3157	ENSG00000266407
7	156664772	156664912	RNU4-31P	ENSG00000206938
10	97872504	97872608	RNU6-271P	ENSG00000200728
12	112704881	112705198	RN7SKP71	ENSG00000201428
Y	9743204	9745748	TSPY13P	ENSG00000187657
3	9849770	9896822	TTLL3	ENSG00000214021
12	112739674	112740467	RPL7AP60	ENSG00000213152
5	82767284	82878122	VCAN	ENSG00000038427
10	97889472	97965044	ZNF518A	ENSG00000177853
HSCHR6_MHC_COX	31685771	31694945	CLIC1	ENSG00000230685
2	31456880	31492313	EHD3	ENSG00000013016
3	50392180	50397041	TMEM115	ENSG00000126062
17	27400528	27507430	MYO18A	ENSG00000196535
Y	9748407	9749571	TTTY23	ENSG00000239225
2	31451178	31451276	RNA5SP90	ENSG00000201671
7	41733514	41818986	INHBA-AS1	ENSG00000224116
Y	9789162	9797032	RBMY2OP	ENSG00000234950
5	29001867	29003464	SUCLG2P4	ENSG00000249226
19	9203855	9204889	OR1M1	ENSG00000170929
17	8150936	8173809	PFAS	ENSG00000178921
HSCHR6_MHC_SSTO	32142859	32152743	AGPAT1	ENSG00000228892
2	97202480	97218375	ARID5A	ENSG00000196843
8	144661867	144681711	EEF1D	ENSG00000104529
7	42152964	42153219	HMGN2P30	ENSG00000213721
17	41017939	41026386	AOC4P	ENSG00000260105
12	113132839	113132981	MIR1302-1	ENSG00000221560
19	9212945	9213982	OR7G2	ENSG00000170923
Y	22918050	22942918	RPS4Y2	ENSG00000157828
17	70026432	70034889	LINC01152	ENSG00000256124
7	42834505	42842093	TCP1P1	ENSG00000229161
11	111944810	111955874	C11orf57	ENSG00000150776
X	52380351	52387001	XAGE2	ENSG00000185751
19	56152428	56164527	CCDC106	ENSG00000173581
Y	9860098	9871796	RBMY2QP	ENSG00000236718
19	9225274	9226439	OR7G1	ENSG00000161807
12	47757969	47758052	MIR4494	ENSG00000264906
14	77972340	78083116	SPTLC2	ENSG00000100596
X	20024831	20135035	MAP7D2	ENSG00000184368
19	9236688	9237626	OR7G3	ENSG00000170920
HSCHR6_MHC_APD	31788760	31794206	HSPA1L	ENSG00000226704
22	31460091	31500743	SMTN	ENSG00000183963
7	156799001	156799826	MNX1-AS2	ENSG00000235029
9	131464802	131483197	PKN3	ENSG00000160447
7	156803499	156809120	MNX1-AS1	ENSG00000243479
2	219128850	219134980	AAMP	ENSG00000127837
6	108188960	108279393	SEC63	ENSG00000025796
2	31747550	31806136	SRD5A2	ENSG00000049319
2	25012603	25016251	PTRHD1	ENSG00000184924
16	68771128	68869451	CDH1	ENSG00000039068
4	264464	299110	ZNF732	ENSG00000186777
11	2904443	2907111	CDKN1C	ENSG00000129757
12	69305701	69305762	RNU7-4P	ENSG00000252770
HSCHR6_MHC_DBB	29624714	29640106	MOG	ENSG00000234623
HSCHR6_MHC_COX	31499694	31502076	ATP6V1G2	ENSG00000227587
5	95087023	95158709	GLRX	ENSG00000173221
2	113587328	113594480	IL1B	ENSG00000125538
12	69351157	69351457	PRELID2P1	ENSG00000257336
HSCHR6_MHC_APD	31794605	31797087	HSPA1A	ENSG00000235941
13	39612443	39624246	NHLRC3	ENSG00000188811
19	9251056	9274100	ZNF317	ENSG00000130803
17	73437240	73496171	KIAA0195	ENSG00000177728
6	37600284	37667082	MDGA1	ENSG00000112139
12	77415027	77459360	E2F7	ENSG00000165891
6	28212401	28227011	ZKSCAN4	ENSG00000187626
17	49254786	49337524	MBTD1	ENSG00000011258
4	175558065	175750465	GLRA3	ENSG00000145451
HSCHR6_MHC_APD	31806879	31809393	HSPA1B	ENSG00000232804
15	102193801	102264807	TARSL2	ENSG00000185418
21	40777770	40817731	LCA5L	ENSG00000157578
Y	23544840	23548246	CYorf17	ENSG00000183146
12	69794683	69794978	RN7SL804P	ENSG00000266185
7	142131412	142131918	TRBV5-6	ENSG00000211728
